track_title,track_composers,track_genres,track_styles,track_moods,track_themes,album_title,album_release_date,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
Force Of Nature,"Mike McCready, Eddie Vedder",,,,,Backspacer,2009,36:33,Alternative Pop/RockAlternative/Indie RockHard Rock,"February 16, 2009 - April 30, 2009",,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution",4.5
The End,Eddie Vedder,,,,,Backspacer,2009,36:33,Alternative Pop/RockAlternative/Indie RockHard Rock,"February 16, 2009 - April 30, 2009",,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution",4.5
[CD-ROM Track],,,,,,Backspacer,2009,36:33,Alternative Pop/RockAlternative/Indie RockHard Rock,"February 16, 2009 - April 30, 2009",,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution",4.5
Getaway,Eddie Vedder,,,,,Lightning Bolt,2013,47:06,Alternative Pop/RockAlternative/Indie RockHard Rock,,"Henson Recording Studios, Los Angeles, CA","Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Mind Your Manners,"Mike McCready, Eddie Vedder",,,,,Lightning Bolt,2013,47:06,Alternative Pop/RockAlternative/Indie RockHard Rock,,"Henson Recording Studios, Los Angeles, CA","Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
My Father's Son,"Jeff Ament, Eddie Vedder",,,,,Lightning Bolt,2013,47:06,Alternative Pop/RockAlternative/Indie RockHard Rock,,"Henson Recording Studios, Los Angeles, CA","Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Sirens,"Mike McCready, Eddie Vedder",,,,,Lightning Bolt,2013,47:06,Alternative Pop/RockAlternative/Indie RockHard Rock,,"Henson Recording Studios, Los Angeles, CA","Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Lightning Bolt,Eddie Vedder,,,,,Lightning Bolt,2013,47:06,Alternative Pop/RockAlternative/Indie RockHard Rock,,"Henson Recording Studios, Los Angeles, CA","Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Infallible,"Jeff Ament, Stone Gossard, Eddie Vedder",,,,,Lightning Bolt,2013,47:06,Alternative Pop/RockAlternative/Indie RockHard Rock,,"Henson Recording Studios, Los Angeles, CA","Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Pendulum,"Jeff Ament, Stone Gossard, Eddie Vedder",,,,,Lightning Bolt,2013,47:06,Alternative Pop/RockAlternative/Indie RockHard Rock,,"Henson Recording Studios, Los Angeles, CA","Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Swallowed Whole,Eddie Vedder,,,,,Lightning Bolt,2013,47:06,Alternative Pop/RockAlternative/Indie RockHard Rock,,"Henson Recording Studios, Los Angeles, CA","Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Let The Records Play,"Stone Gossard, Eddie Vedder",,,,,Lightning Bolt,2013,47:06,Alternative Pop/RockAlternative/Indie RockHard Rock,,"Henson Recording Studios, Los Angeles, CA","Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Sleeping By Myself,Eddie Vedder,,,,,Lightning Bolt,2013,47:06,Alternative Pop/RockAlternative/Indie RockHard Rock,,"Henson Recording Studios, Los Angeles, CA","Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Yellow Moon,"Jeff Ament, Eddie Vedder",,,,,Lightning Bolt,2013,47:06,Alternative Pop/RockAlternative/Indie RockHard Rock,,"Henson Recording Studios, Los Angeles, CA","Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Future Days,Eddie Vedder,,,,,Lightning Bolt,2013,47:06,Alternative Pop/RockAlternative/Indie RockHard Rock,,"Henson Recording Studios, Los Angeles, CA","Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Who Ever Said,Eddie Vedder,,,,,Gigaton,2020,57:07,Alternative/Indie RockHard Rock,,,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Superblood Wolfmoon,Eddie Vedder,,,,,Gigaton,2020,57:07,Alternative/Indie RockHard Rock,,,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Dance Of The Clairvoyants,"Jeff Ament, Matt Cameron, Stone Gossard, Mike McCready, Eddie Vedder",,,,,Gigaton,2020,57:07,Alternative/Indie RockHard Rock,,,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Quick Escape,Jeff Ament,,,,,Gigaton,2020,57:07,Alternative/Indie RockHard Rock,,,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Alright,Jeff Ament,,,,,Gigaton,2020,57:07,Alternative/Indie RockHard Rock,,,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Seven O'Clock,"Jeff Ament, Stone Gossard, Mike McCready, Eddie Vedder",,,,,Gigaton,2020,57:07,Alternative/Indie RockHard Rock,,,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Never Destination,Eddie Vedder,,,,,Gigaton,2020,57:07,Alternative/Indie RockHard Rock,,,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Take The Long Way,Matt Cameron,,,,,Gigaton,2020,57:07,Alternative/Indie RockHard Rock,,,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Buckle Up,Stone Gossard,,,,,Gigaton,2020,57:07,Alternative/Indie RockHard Rock,,,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Comes Then Goes,Eddie Vedder,,,,,Gigaton,2020,57:07,Alternative/Indie RockHard Rock,,,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
Retrograde,Mike McCready,,,,,Gigaton,2020,57:07,Alternative/Indie RockHard Rock,,,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
River Cross,Eddie Vedder,,,,,Gigaton,2020,57:07,Alternative/Indie RockHard Rock,,,"Autumnal, Brooding, Earnest, Freewheeling, Fun, Urgent, Aggressive, Angst-Ridden, Bittersweet, Cathartic, Dramatic, Energetic, Melancholy, Searching, Tense/Anxious, Visceral, Yearning, Fiery, Passionate, Poignant, Reflective","Empowerment, Revolution, Guys Night Out, Night Driving, Open Road, TGIF",4.0
