track_name,album_name,album_type,release_year,artists,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,author,producer,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating,billboard_hot_100_debut_date,billboard_hot_100_peak_pos,billboard_hot_100_peak_date,billboard_hot_100_weaks_on_chart,radio_songs_debut_date,radio_songs_peak_pos,radio_songs_peak_date,radio_songs_weaks_on_chart,hot_rock_&_alternative_songs_debut_date,hot_rock_&_alternative_songs_peak_pos,hot_rock_&_alternative_songs_peak_date,hot_rock_&_alternative_songs_weaks_on_chart,mainstream_rock_airplay_debut_date,mainstream_rock_airplay_peak_pos,mainstream_rock_airplay_peak_date,mainstream_rock_airplay_weaks_on_chart,alternative_airplay_debut_date,alternative_airplay_peak_pos,alternative_airplay_peak_date,alternative_airplay_weaks_on_chart,rock_digital_song_sales_debut_date,rock_digital_song_sales_peak_pos,rock_digital_song_sales_peak_date,rock_digital_song_sales_weaks_on_chart,alternative_digital_song_sales_debut_date,alternative_digital_song_sales_peak_pos,alternative_digital_song_sales_peak_date,alternative_digital_song_sales_weaks_on_chart,hot_rock_songs_debut_date,hot_rock_songs_peak_pos,hot_rock_songs_peak_date,hot_rock_songs_weaks_on_chart,canadian_digital_song_sales_debut_date,canadian_digital_song_sales_peak_pos,canadian_digital_song_sales_peak_date,canadian_digital_song_sales_weaks_on_chart,lyricfind_u.s._debut_date,lyricfind_u.s._peak_pos,lyricfind_u.s._peak_date,lyricfind_u.s._weaks_on_chart
Man in the Box,The Essential Alice In Chains,compilation album,2006,Alice In Chains,286,0.00136,0.337,0.849,0.0,8,0.0904,-4.604,1,0.0456,106.395,4,0.685,"Layne Staley, Jerry Cantrell",Dave Jerden,"Jerry Cantrell, Sean Kinney, Layne Staley, Mike Starr",Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angry, Angst-Ridden, Bleak, Brooding, Cathartic, Menacing, Aggressive, Confrontational, Urgent, Crunchy, Intense, Ominous, Visceral, Anguished/Distraught, Hostile, Nihilistic, Volatile, Gloomy, Theatrical",,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Of Sorrow,The Essential Alice In Chains,compilation album,2006,Alice In Chains,350,0.0534,0.262,0.912,0.0,11,0.0509,-4.166,1,0.095,122.577,4,0.204,Jerry Cantrell,Dave Jerden,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Visceral, Confident, Volatile, Brooding, Theatrical",Feeling Blue,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Love, Hate, Love",The Essential Alice In Chains,compilation album,2006,Alice In Chains,388,0.0291,0.306,0.724,0.000328,8,0.0421,-5.584,1,0.0455,103.607,4,0.179,"Layne Staley, Jerry Cantrell",Dave Jerden,"Jerry Cantrell, Sean Kinney, Layne Staley, Mike Starr",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Angry, Angst-Ridden, Anguished/Distraught, Bleak, Cathartic, Confrontational, Intense, Aggressive, Menacing, Ominous, Visceral, Melancholy, Nihilistic, Wistful, Brooding, Gloomy, Theatrical",,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am I Inside,The Essential Alice In Chains,compilation album,2006,Alice In Chains,308,0.873,0.415,0.319,0.00154,1,0.11,-9.092,1,0.0274,97.497,4,0.0462,"Layne Staley, Jerry Cantrell","Alice in Chains, Parashar","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge",Brooding,,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brother,The Essential Alice In Chains,compilation album,2006,Alice In Chains,268,0.375,0.451,0.542,6.76e-05,1,0.0945,-6.832,1,0.0267,91.636,4,0.275,Jerry Cantrell,"Alice in Chains, Parashar",Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Reflective",,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Got Me Wrong,The Essential Alice In Chains,compilation album,2006,Alice In Chains,250,0.14,0.489,0.915,0.000969,8,0.197,-4.925,1,0.0568,83.352,4,0.231,Jerry Cantrell,"Alice in Chains, Parashar",Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Menacing, Druggy, Wistful, Brooding, Relaxed, Dreamy, Lively, Melancholy, Pastoral, Poignant, Sentimental, Reflective",In Love,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right Turn,The Essential Alice In Chains,compilation album,2006,Alice In Chains,194,0.199,0.498,0.397,0.0,8,0.178,-7.441,1,0.024,96.435,4,0.238,Jerry Cantrell,"Alice in Chains, Parashar",,,,,,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain When I Die,The Essential Alice In Chains,compilation album,2006,Alice In Chains,362,0.0397,0.408,0.92,0.000799,9,0.133,-5.169,1,0.0988,120.053,3,0.136,"Layne Staley, Jerry Cantrell, Sean Kinney","Dave Jerden, Alice in Chains",,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Them Bones,The Essential Alice In Chains,compilation album,2006,Alice In Chains,150,0.0209,0.154,0.951,4.18e-05,9,0.238,-4.557,1,0.0658,165.249,1,0.328,Jerry Cantrell,"Dave Jerden, Alice in Chains",Jerry Cantrell,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angry Chair,The Essential Alice In Chains,compilation album,2006,Alice In Chains,288,0.0642,0.313,0.973,1.22e-06,8,0.0581,-3.855,1,0.109,107.3,4,0.118,Layne Staley,"Dave Jerden, Alice in Chains",Layne Staley,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Eerie, Gloomy, Menacing, Paranoid, Druggy",,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dam That River,The Essential Alice In Chains,compilation album,2006,Alice In Chains,189,0.00671,0.426,0.939,0.0,6,0.412,-4.174,0,0.0732,124.317,4,0.457,Jerry Cantrell,"Dave Jerden, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirt,The Essential Alice In Chains,compilation album,2006,Alice In Chains,316,0.0207,0.241,0.965,4.79e-06,1,0.177,-3.49,1,0.0925,112.616,4,0.168,"Layne Staley, Jerry Cantrell","Dave Jerden, Alice in Chains","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Volatile, Angry, Gloomy, Melancholy, Somber, Druggy",,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God Smack,The Essential Alice In Chains,compilation album,2006,Alice In Chains,230,0.0637,0.496,0.969,7.73e-06,10,0.102,-3.785,0,0.117,124.046,4,0.198,"Layne Staley, Jerry Cantrell","Dave Jerden, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hate To Feel,The Essential Alice In Chains,compilation album,2006,Alice In Chains,316,0.231,0.28,0.942,0.0,8,0.0693,-4.238,1,0.0989,138.719,4,0.0773,,,Layne Staley,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rooster,The Essential Alice In Chains,compilation album,2006,Alice In Chains,376,0.153,0.254,0.628,0.00202,3,0.123,-5.721,1,0.0274,146.004,4,0.148,Jerry Cantrell,"Dave Jerden, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Bleak, Cathartic, Gloomy, Hostile, Ominous, Somber, Brooding, Confrontational, Visceral, Nihilistic, Volatile, Angry, Calm/Peaceful, Melancholy, Menacing, Sentimental, Druggy",,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Excuses,The Essential Alice In Chains,compilation album,2006,Alice In Chains,256,0.0278,0.528,0.852,0.000211,3,0.0785,-4.923,1,0.0311,117.428,4,0.727,Jerry Cantrell,Alice in Chains,Jerry Cantrell,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Alternative Metal, Jangle Pop","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",In Love,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Stay Away,The Essential Alice In Chains,compilation album,2006,Alice In Chains,254,0.104,0.177,0.84,0.000375,6,0.0883,-5.295,1,0.043,80.428,4,0.321,"Layne Staley, Jerry Cantrell, Mike Inez",Alice in Chains,"Jerry Cantrell, Mike Inez, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Gloomy, Ominous, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Bleak, Eerie, Reflective",,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What the Hell Have I - Remix,The Essential Alice In Chains,compilation album,2006,Alice In Chains,234,0.00607,0.203,0.818,0.000207,8,0.17,-5.223,1,0.0376,200.54,4,0.644,Jerry Cantrell,Alice in Chains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Little Bitter - Remix,The Essential Alice In Chains,compilation album,2006,Alice In Chains,228,0.0152,0.416,0.942,3.54e-05,8,0.083,-6.152,1,0.23,122.784,4,0.313,"Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney",Alice in Chains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grind,The Essential Alice In Chains,compilation album,2006,Alice In Chains,286,0.000229,0.381,0.915,0.000648,11,0.425,-4.611,1,0.0411,88.321,4,0.381,Jerry Cantrell,"Toby Wright, Alice in Chains",Jerry Cantrell,"Pop/Rock, Electronic","Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Club/Dance, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaven Beside You,The Essential Alice In Chains,compilation album,2006,Alice In Chains,329,0.00239,0.539,0.784,0.000736,10,0.114,-4.571,0,0.0352,111.257,4,0.484,"Jerry Cantrell, Mike Inez","Toby Wright, Alice in Chains","Jerry Cantrell, Mike Inez",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Angst-Ridden, Confrontational, Melancholy, Theatrical",Motivation,02:09:37,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"1990 - October, 1998",,"Bleak, Anguished/Distraught, Gloomy, Bittersweet, Nihilistic, Aggressive, Angst-Ridden, Bitter, Brooding, Cathartic, Druggy, Gritty, Harsh, Intense, Melancholy, Menacing, Ominous, Sad, Somber, Visceral, Vulnerable, Wistful, Angry, Grim, Hostile, Introspective, Poignant, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
