track_title,track_composers,track_genres,track_styles,track_moods,track_themes,album_title,album_release_date,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
Again,,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Alice in Chains/Facelift,2007,01:58:49,,,,,,3.0
Shame In You,,,,,,Alice in Chains/Facelift,2007,01:58:49,,,,,,3.0
God Am,,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Alice in Chains/Facelift,2007,01:58:49,,,,,,3.0
So Close,,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Alice in Chains/Facelift,2007,01:58:49,,,,,,3.0
Nothin' Song,,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Alice in Chains/Facelift,2007,01:58:49,,,,,,3.0
Frogs,,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Alice in Chains/Facelift,2007,01:58:49,,,,,,3.0
Over Now,,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Alice in Chains/Facelift,2007,01:58:49,,,,,,3.0
Man in the Box,,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angry, Angst-Ridden, Bleak, Brooding, Cathartic, Menacing, Aggressive, Confrontational, Urgent, Crunchy, Intense, Ominous, Visceral, Anguished/Distraught, Hostile, Nihilistic, Volatile, Gloomy, Theatrical",,Discover Alice In Chains,2007,,Alternative Pop/RockAlternative/Indie RockContemporary Pop/Rock,,,,,
Them Bones,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Nihilistic, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Volatile, Angry, Gloomy, Menacing, Druggy",,Discover Alice In Chains,2007,,Alternative Pop/RockAlternative/Indie RockContemporary Pop/Rock,,,,,
No Excuses,,,,,,Discover Alice In Chains,2007,,Alternative Pop/RockAlternative/Indie RockContemporary Pop/Rock,,,,,
Sea of Sorrow,,,,,,Discover Alice In Chains,2007,,Alternative Pop/RockAlternative/Indie RockContemporary Pop/Rock,,,,,
Grind,,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Discover Alice In Chains,2007,,Alternative Pop/RockAlternative/Indie RockContemporary Pop/Rock,,,,,
All Secrets Known,Jerry Cantrell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angst-Ridden, Confrontational, Bleak, Ominous, Theatrical, Dramatic, Cathartic, Crunchy, Tense/Anxious, Volatile, Intense, Menacing, Urgent, Gloomy","Freedom, Hanging Out, Late Night",Black Gives Way to Blue,2009,54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0
Check My Brain,"Jerry Cantrell, William Duvall, Mike Inez, Sean Kinney",,,,,Black Gives Way to Blue,2009,54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0
Last of My Kind,"Jerry Cantrell, William Duvall",Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angst-Ridden, Confrontational, Bleak, Ominous, Theatrical, Dramatic, Cathartic, Crunchy, Tense/Anxious, Volatile, Intense, Menacing, Urgent, Gloomy","Freedom, Hanging Out, Late Night",Black Gives Way to Blue,2009,54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0
Your Decision,Jerry Cantrell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angst-Ridden, Intimate, Bleak, Weary, Reflective, Somber, Dramatic, Gloomy, Intense, Lazy, Searching, Melancholy, Insular","Hanging Out, Introspection, Late Night, Regret",Black Gives Way to Blue,2009,54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0
A Looking in View,"Jerry Cantrell, William Duvall, Mike Inez, Sean Kinney",Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angst-Ridden, Confrontational, Bleak, Ominous, Theatrical, Dramatic, Cathartic, Crunchy, Tense/Anxious, Volatile, Intense, Menacing, Urgent, Gloomy","Freedom, Hanging Out, Late Night",Black Gives Way to Blue,2009,54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0
When the Sun Rose Again,Jerry Cantrell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angst-Ridden, Intimate, Bleak, Weary, Reflective, Somber, Dramatic, Gloomy, Intense, Lazy, Searching, Melancholy, Insular","Hanging Out, Introspection, Late Night",Black Gives Way to Blue,2009,54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0
Acid Bubble,Jerry Cantrell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angst-Ridden, Confrontational, Bleak, Ominous, Theatrical, Dramatic, Cathartic, Crunchy, Tense/Anxious, Volatile, Intense, Menacing, Urgent, Gloomy","Freedom, Hanging Out, Late Night",Black Gives Way to Blue,2009,54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0
Lesson Learned,Jerry Cantrell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angst-Ridden, Confrontational, Bleak, Ominous, Theatrical, Dramatic, Cathartic, Crunchy, Tense/Anxious, Volatile, Intense, Menacing, Urgent, Gloomy","Freedom, Hanging Out, Late Night",Black Gives Way to Blue,2009,54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0
Take Her Out,Jerry Cantrell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Theatrical, Cathartic, Dramatic, Melancholy, Searching, Self-Conscious, Somber, Tense/Anxious, Crunchy, Gloomy, Insular, Lazy, Bleak, Intense, Intimate, Reflective, Urgent","Breakup, Heartache, Late Night",Black Gives Way to Blue,2009,54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0
Private Hell,Jerry Cantrell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Intimate, Theatrical, Brooding, Gloomy, Lazy, Self-Conscious, Tense/Anxious, Weary, Detached, Intense, Melancholy, Somber, Bleak, Dramatic, Insular, Reflective","Introspection, Reflection, Solitude",Black Gives Way to Blue,2009,54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0
Black Gives Way to Blue,Jerry Cantrell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angst-Ridden, Intimate, Bleak, Weary, Reflective, Somber, Dramatic, Gloomy, Intense, Lazy, Searching, Melancholy, Insular","Hanging Out, Introspection, Late Night, Regret",Black Gives Way to Blue,2009,54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0
Rotten Apple,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Nutshell,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
I Stay Away,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
No Excuses,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Whale & Wasp,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Don't Follow,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Swing on This,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Brother,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Got Me Wrong,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Right Turn,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
I Am Inside,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Love Song,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Sludge Factory,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Down in a Hole,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Angry Chair,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Alternative Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Eerie, Gloomy, Menacing, Paranoid, Druggy",,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Rooster,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Heaven Beside You,,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Angst-Ridden, Confrontational, Melancholy, Theatrical",,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Would?,,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock","Anguished/Distraught, Brooding, Bleak, Hostile, Intense, Menacing, Ominous, Angry, Angst-Ridden, Cathartic, Confrontational, Visceral, Nihilistic, Volatile, Cold, Gloomy, Somber, Druggy, Aggressive",,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Frogs,,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Over Now,,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Killer Is Me,,,,,,Original Album Classics,2011,,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,,"Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Theatrical",,3.5
Stone,,,,,,Stone,2013,,,,,,,
Hollow,Jerry Cantrell,,"Doom Metal, Sludge Metal",,,The Devil Put Dinosaurs Here,2013,01:07:16,Alternative MetalHeavy MetalHard Rock,,,"Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Nihilistic, Aggressive, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Drinking, Guys Night Out, Late Night, Loneliness, Nighttime, Yearning",3.0
Pretty Done,Jerry Cantrell,,,,,The Devil Put Dinosaurs Here,2013,01:07:16,Alternative MetalHeavy MetalHard Rock,,,"Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Nihilistic, Aggressive, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Drinking, Guys Night Out, Late Night, Loneliness, Nighttime, Yearning",3.0
Stone,Jerry Cantrell,,,,,The Devil Put Dinosaurs Here,2013,01:07:16,Alternative MetalHeavy MetalHard Rock,,,"Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Nihilistic, Aggressive, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Drinking, Guys Night Out, Late Night, Loneliness, Nighttime, Yearning",3.0
Voices,Jerry Cantrell,,,,,The Devil Put Dinosaurs Here,2013,01:07:16,Alternative MetalHeavy MetalHard Rock,,,"Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Nihilistic, Aggressive, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Drinking, Guys Night Out, Late Night, Loneliness, Nighttime, Yearning",3.0
The Devil Put Dinosaurs Here,"Jerry Cantrell, Mike Inez, Sean Kinney",,,,,The Devil Put Dinosaurs Here,2013,01:07:16,Alternative MetalHeavy MetalHard Rock,,,"Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Nihilistic, Aggressive, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Drinking, Guys Night Out, Late Night, Loneliness, Nighttime, Yearning",3.0
Lab Monkey,Jerry Cantrell,,,,,The Devil Put Dinosaurs Here,2013,01:07:16,Alternative MetalHeavy MetalHard Rock,,,"Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Nihilistic, Aggressive, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Drinking, Guys Night Out, Late Night, Loneliness, Nighttime, Yearning",3.0
Low Ceiling,"Jerry Cantrell, Mike Inez, Sean Kinney",,,,,The Devil Put Dinosaurs Here,2013,01:07:16,Alternative MetalHeavy MetalHard Rock,,,"Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Nihilistic, Aggressive, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Drinking, Guys Night Out, Late Night, Loneliness, Nighttime, Yearning",3.0
Breath on a Window,Jerry Cantrell,,,,,The Devil Put Dinosaurs Here,2013,01:07:16,Alternative MetalHeavy MetalHard Rock,,,"Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Nihilistic, Aggressive, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Drinking, Guys Night Out, Late Night, Loneliness, Nighttime, Yearning",3.0
