track_title,album_title,album_release_date,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
Fresh Deadly Roses,Echo of Miles: The Originals,2014,Chris Cornell,,,,,01:02:21,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",1988,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic",,3.5
H.I.V. Baby,Echo of Miles: The Originals,2014,"Chris Cornell, Kim Thayil",,,,,01:02:21,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",1988,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic",,3.5
Cold Bitch,Echo of Miles: The Originals,2014,Chris Cornell,,,,,01:02:21,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",1988,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic",,3.5
Show Me,Echo of Miles: The Originals,2014,Ben Shepherd,Pop/Rock,"Alternative/Indie Rock, Grunge","Aggressive, Brooding",,01:02:21,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",1988,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic",,3.5
She's a Politician,Echo of Miles: The Originals,2014,Chris Cornell,,,,,01:02:21,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",1988,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic",,3.5
Birth Ritual,Echo of Miles: The Originals,2014,"Matt Cameron, Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Heavy Metal","Aggressive, Angry, Angst-Ridden, Cathartic, Fierce, Yearning",Loss/Grief,01:02:21,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",1988,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic",,3.5
She Likes Surprises,Echo of Miles: The Originals,2014,Chris Cornell,"Electronic, Pop/Rock","Alternative/Indie Rock, Club/Dance, Contemporary Pop/Rock, Grunge",Restrained,In Love,01:02:21,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",1988,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic",,3.5
Blind Dogs,Echo of Miles: The Originals,2014,"Chris Cornell, Kim Thayil",,,,,01:02:21,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",1988,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic",,3.5
Bleed Together,Echo of Miles: The Originals,2014,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Fiery, Hostile, Organic, Suffocating, Tense/Anxious, Angst-Ridden, Bitter, Cerebral, Earnest, Paranoid, Self-Conscious, Gloomy, Literate, Snide, Acerbic, Confrontational, Aggressive, Urgent, Volatile, Harsh","Imagination, Introspection, Reflection",01:02:21,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",1988,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic",,3.5
Black Rain,Echo of Miles: The Originals,2014,"Chris Cornell, Ben Shepherd, Kim Thayil",,,,,01:02:21,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",1988,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic",,3.5
Live to Rise,Echo of Miles: The Originals,2014,Chris Cornell,,,,,01:02:21,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",1988,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic",,3.5
Kristi,Echo of Miles: The Originals,2014,"Chris Cornell, Kim Thayil",,,,,01:02:21,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",1988,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic",,3.5
Storm,Echo of Miles: The Originals,2014,"Chris Cornell, Kim Thayil",,,,,01:02:21,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",1988,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Organic",,3.5
Flower,Hands All Over: Radio Broadcast 1990,2016,,,,,,46:36,,,,,,
Hands All Over,Hands All Over: Radio Broadcast 1990,2016,,,,,,46:36,,,,,,
Gun,Hands All Over: Radio Broadcast 1990,2016,,,,,,46:36,,,,,,
Loud Love,Hands All Over: Radio Broadcast 1990,2016,,,,,,46:36,,,,,,
Get on the Snake,Hands All Over: Radio Broadcast 1990,2016,,,,,,46:36,,,,,,
Big Dumb Sex,Hands All Over: Radio Broadcast 1990,2016,,,,,,46:36,,,,,,
Full On Kevin's Mom,Hands All Over: Radio Broadcast 1990,2016,,,,,,46:36,,,,,,
I Awake,Hands All Over: Radio Broadcast 1990,2016,,,,,,46:36,,,,,,
Big Bottom,Hands All Over: Radio Broadcast 1990,2016,,,,,,46:36,,,,,,
Beyond the Wheel,Hands All Over: Radio Broadcast 1990,2016,,,,,,46:36,,,,,,
Gun,In & Out of the Cage,2016,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Somber, Anguished/Distraught, Cerebral, Dreamy",Imagination,01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Jesus Christ Pose,In & Out of the Cage,2016,Chris Cornell,,,,,01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Outshined,In & Out of the Cage,2016,"Chris Cornell, Eddie Vedder",,,,,01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Big Dumb Sex,In & Out of the Cage,2016,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Organic, Snide, Angst-Ridden, Cerebral",Imagination,01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Ugly Truth,In & Out of the Cage,2016,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Somber, Anguished/Distraught, Cerebral, Dreamy",Imagination,01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Rusty Cage,In & Out of the Cage,2016,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Heavy Metal","Confrontational, Intense, Reflective, Aggressive, Cathartic, Dramatic, Menacing, Visceral, Angst-Ridden, Fiery, Harsh, Plaintive, Uncompromising","Empowerment, Freedom, Motivation, Victory, Exercise/Workout, Guys Night Out, Hanging Out, Homecoming, Revolution, Sports, The Great Outdoors, Cool & Cocky",01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Slaves & Bulldozers,In & Out of the Cage,2016,Chris Cornell,,,,,01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Searching with My Good Eye Closed,In & Out of the Cage,2016,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Introspection, Reflection",01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Flower,In & Out of the Cage,2016,Chris Cornell,,,,,01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Hands All Over,In & Out of the Cage,2016,Chris Cornell,,,,,01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Loud Love,In & Out of the Cage,2016,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Cerebral, Ominous","Imagination, In Love",01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Full On Kevin's Mom,In & Out of the Cage,2016,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Somber, Anguished/Distraught, Cerebral, Dreamy","Imagination, Guys Night Out",01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Big Bottom,In & Out of the Cage,2016,"Christopher Guest, Michael McKean, Reiner, Shearer",,,,,01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Beyond the Wheel,In & Out of the Cage,2016,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal, Black Metal","Brooding, Gloomy, Literate, Paranoid, Self-Conscious, Organic, Snide, Somber, Tense/Anxious, Acerbic, Bitter, Cerebral, Earnest, Urgent","Imagination, Late Night",01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Get on the Snake,In & Out of the Cage,2016,Chris Cornell,,,,,01:18:55,"Alternative Pop/Rock, Alternative/Indie Rock",1990,,,,
Pretty Noose,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Introspection, Reflection",01:21:42,,1989,,,,
Burden in My Hand,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Angst-Ridden, Searching, Self-Conscious, Tense/Anxious, Volatile, Cerebral, Gloomy, Literate, Confrontational, Organic, Somber","Feeling Blue, In Love, Introspection, Reflection, Regret",01:21:42,,1989,,,,
Black Hole Sun,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Grunge, Heavy Metal, Alternative/Indie Rock, Hard Rock","Angst-Ridden, Bleak, Gloomy, Nihilistic, Paranoid, Somber, Tense/Anxious, Ominous, Brooding, Detached, Hostile, Menacing, Reflective, Theatrical, Eerie, Intense, Manic, Poignant, Sad","Drinking, Feeling Blue, Heartache, Introspection, Late Night, Loss/Grief, Regret, Scary Music, Solitude, Winter",01:21:42,,1989,,,,
Mailman,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,"Matt Cameron, Chris Cornell",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Fiery, Gloomy, Tense/Anxious, Angst-Ridden, Confrontational, Harsh, Hostile, Urgent, Volatile, Literate, Paranoid, Snide, Acerbic, Aggressive, Cerebral, Earnest, Organic, Self-Conscious",Solitude,01:21:42,,1989,,,,
Kyle Petty (Son of Richard),Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,"Chris Cornell, Kim Thayil",,,,,01:21:42,,1989,,,,
Jesus Christ Pose,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,"Matt Cameron, Chris Cornell, Ben Shepherd, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Stoner Metal","Angst-Ridden, Anguished/Distraught, Bleak, Brooding, Confrontational, Fierce, Gloomy, Harsh, Hostile, Intense, Nihilistic, Ominous, Somber, Tense/Anxious, Uncompromising, Unsettling, Urgent, Visceral, Rebellious","Loss/Grief, Politics/Society, Scary Music",01:21:42,,1989,,,,
Superunknown,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Introspection, Reflection",01:21:42,,1989,,,,
Spoonman,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,Chris Cornell,Pop/Rock,"Grunge, Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Heavy Metal, Hard Rock","Aggressive, Confident, Energetic, Celebratory, Fiery, Tense/Anxious, Harsh, Intense, Menacing, Rambunctious, Uncompromising, Volatile","Sports, Victory, Guys Night Out, Imagination, The Great Outdoors, Exercise/Workout, Hanging Out, Partying, Politics/Society, Summer, TGIF",01:21:42,,1989,,,,
Fell on Black Days,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,Chris Cornell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge","Angst-Ridden, Bleak, Gloomy, Nihilistic, Paranoid, Somber, Tense/Anxious, Ominous, Brooding, Detached, Hostile, Menacing, Reflective, Theatrical, Eerie, Intense, Manic, Poignant, Sad","Drinking, Feeling Blue, Heartache, Introspection, Late Night, Loss/Grief, Regret, Scary Music, Solitude, Winter",01:21:42,,1989,,,,
Outshined,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Grunge, Heavy Metal, Alternative/Indie Rock","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Gloomy, Ominous, Suffocating, Tense/Anxious, Urgent, Aggressive, Fiery, Harsh, Literate, Snide, Acerbic, Confrontational, Earnest, Organic, Hostile, Volatile","Empowerment, Exercise/Workout, Feeling Blue, Guys Night Out, Motivation, Sports",01:21:42,,1989,,,,
Slaves & Bulldozers,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Guys Night Out, In Love, Introspection, Reflection",01:21:42,,1989,,,,
Rusty Cage,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Heavy Metal","Confrontational, Intense, Reflective, Aggressive, Cathartic, Dramatic, Menacing, Visceral, Angst-Ridden, Fiery, Harsh, Plaintive, Uncompromising","Empowerment, Freedom, Motivation, Victory, Exercise/Workout, Guys Night Out, Hanging Out, Homecoming, Revolution, Sports, The Great Outdoors, Cool & Cocky",01:21:42,,1989,,,,
Into the Void (Sealth),Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,"Geezer Butler, Chief Sealth, Tony Iommi, Ozzy Osbourne, Bill Ward",,,,,01:21:42,,1989,,,,
Room a Thousand Years Wide,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,"Matt Cameron, Kim Thayil",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Cerebral, Paranoid, Anguished/Distraught, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Confrontational, Dramatic, Gloomy, Literate, Intense, Snide, Acerbic, Angst-Ridden, Fiery, Organic, Self-Conscious","Imagination, Solitude",01:21:42,,1989,,,,
Gun,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Somber, Anguished/Distraught, Cerebral, Dreamy",Imagination,01:21:42,,1989,,,,
Come Together,Beyond This Mortal Coil: A Live Tribute to Chris Cornell,2017,"John Lennon, Paul McCartney",,,,,01:21:42,,1989,,,,
Incessant Mace,Live From the Artists Den,2019,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Urgent, Bitter, Organic, Snide, Somber, Tense/Anxious, Acerbic, Cerebral, Dreamy",Imagination,02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
My Wave,Live From the Artists Den,2019,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Bravado, Cathartic, Dramatic, Fierce, Fiery, Intense, Raucous, Rousing, Swaggering, Trippy, Urgent, Visceral","At the Beach, Cool & Cocky, Empowerment, Hanging Out, Late Night, Night Driving, Road Trip, Summer, TGIF, The Great Outdoors, Freedom, Guys Night Out, Politics/Society, Sports",02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Been Away Too Long,Live From the Artists Den,2019,"Chris Cornell, Ben Shepherd",,,,,02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Worse Dreams,Live From the Artists Den,2019,Chris Cornell,,,,,02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Jesus Christ Pose,Live From the Artists Den,2019,"Matt Cameron, Chris Cornell, Ben Shepherd, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Stoner Metal","Angst-Ridden, Anguished/Distraught, Bleak, Brooding, Confrontational, Fierce, Gloomy, Harsh, Hostile, Intense, Nihilistic, Ominous, Somber, Tense/Anxious, Uncompromising, Unsettling, Urgent, Visceral, Rebellious","Loss/Grief, Politics/Society, Scary Music",02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Flower,Live From the Artists Den,2019,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Brooding, Gloomy, Literate, Paranoid, Self-Conscious, Organic, Snide, Somber, Tense/Anxious, Acerbic, Bitter, Cerebral, Earnest, Urgent","Introspection, Regret, Solitude",02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Taree,Live From the Artists Den,2019,"Chris Cornell, Ben Shepherd",,,,,02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Spoonman,Live From the Artists Den,2019,Chris Cornell,Pop/Rock,"Grunge, Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Heavy Metal, Hard Rock","Aggressive, Confident, Energetic, Celebratory, Fiery, Tense/Anxious, Harsh, Intense, Menacing, Rambunctious, Uncompromising, Volatile","Sports, Victory, Guys Night Out, Imagination, The Great Outdoors, Exercise/Workout, Hanging Out, Partying, Politics/Society, Summer, TGIF",02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
By Crooked Steps,Live From the Artists Den,2019,"Matt Cameron, Ben Shepherd, Kim Thayil",,,,,02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Blind Dogs,Live From the Artists Den,2019,"Chris Cornell, Kim Thayil",,,,,02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Rowing,Live From the Artists Den,2019,"Chris Cornell, Ben Shepherd",,,,,02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Non-State Actor,Live From the Artists Den,2019,"Chris Cornell, Ben Shepherd, Kim Thayil",,,,,02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Drawing Flies,Live From the Artists Den,2019,"Matt Cameron, Chris Cornell",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Gloomy, Literate, Snide, Acerbic, Confrontational, Earnest, Fiery, Organic, Hostile, Volatile, Harsh","Imagination, Introspection, Reflection",02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Hunted Down,Live From the Artists Den,2019,"Matt Cameron, Chris Cornell, Kim Thayil",,,,,02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Black Saturday,Live From the Artists Den,2019,Chris Cornell,,,,,02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Bones of Birds,Live From the Artists Den,2019,Chris Cornell,,,,,02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
Blow Up the Outside World,Live From the Artists Den,2019,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Angst-Ridden, Gloomy, Literate, Nihilistic, Organic, Self-Conscious, Tense/Anxious, Volatile, Cerebral, Confrontational, Searching, Somber","Introspection, Reflection, Regret",02:26:27,"Alternative Metal, Heavy Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge",2013,,"Tense/Anxious, Angst-Ridden, Gloomy, Literate, Self-Conscious, Bravado, Swaggering, Organic, Confrontational, Crunchy","Cool & Cocky, Nighttime, Road Trip, Hanging Out, Anger/Hostility, Empowerment, Affirmation, Exercise/Workout, Night Driving, Open Road",3.5
